Date,Open,High,Low,Close,Volume
2022-05-19,155.23,159.25,154.73,155.6,8382193
2022-05-20,158.74,160.73,154.55,159.65,9068740
2022-05-23,159.84,160.73,155.91,160.32,6148844
2022-05-24,157.77,158.39,154.55,156.93,6928394
2022-05-25,155.32,161.89,155.32,159.65,7436776
2022-05-26,159.69,163.69,157.57,162.46,6697678
2022-05-27,160.67,165.23,160.25,165.1,7883615
2022-05-31,166.96,167.28,159.35,160.24,18114610
2022-06-01,178.01,184.42,174.37,176.07,37037406
2022-06-02,175.0,190.13,174.7,188.4,19231217
2022-06-03,185.0,189.64,183.8,184.91,9223960
2022-06-06,188.93,190.42,181.7,182.87,5811718
2022-06-07,181.71,188.6,181.71,187.15,6331089
2022-06-08,187.0,190.5599,185.39,189.19,6226152
2022-06-09,188.53,192.6799,186.61,187.11,8486282
2022-06-10,183.63,183.95,177.2044,178.45,7857553
2022-06-13,170.55,172.68,165.06,166.03,10726191
2022-06-14,168.73,169.63,162.15,164.45,8576172
2022-06-15,166.73,171.5,164.68,168.55,7740676
2022-06-16,163.73,166.9,158.62,159.85,8090882
2022-06-17,158.56,166.23,158.17,163.26,13074626
2022-06-21,165.05,169.35,164.9,166.83,6736788
2022-06-22,164.7,170.45,164.21,167.45,5865254
2022-06-23,169.09,173.3899,167.12,173.05,7257956
2022-06-24,177.72,186.405,176.55,185.92,12107108
2022-06-27,186.11,186.58,180.4715,181.31,6170845
2022-06-28,180.29,182.33,171.44,171.46,6682362
2022-06-29,172.5,173.78,168.06,170.61,5430441
2022-06-30,165.05,167.5,161.11,165.04,9539418
2022-07-01,164.76,169.15,164.05,168.2,4561576
2022-07-05,166.1,172.35,164.61,172.2,4618069
2022-07-06,173.52,175.06,170.83,172.73,4085109
2022-07-07,174.17,176.9392,173.17,176.64,4000121
2022-07-08,174.05,176.61,172.84,175.5,2869242
2022-07-11,174.0,176.32,171.26,174.36,3697537
2022-07-12,172.21,173.38,164.35,166.33,7072984
2022-07-13,162.41,165.84,161.17,163.49,6225916
2022-07-14,161.03,161.71,157.65,161.04,6096089
2022-07-15,163.71,167.61,162.22,167.38,6037651
2022-07-18,168.95,172.64,167.11,167.89,3818189
2022-07-19,170.92,174.1,167.81,173.81,4373417
2022-07-20,176.1,183.4999,175.61,182.45,5654028
2022-07-21,180.66,185.53,179.905,185.35,3885958
2022-07-22,185.07,187.56,180.93,182.47,3804734
2022-07-25,181.83,181.99,175.075,177.29,4407891
2022-07-26,177.11,177.13,169.7601,170.46,3886477
2022-07-27,174.86,182.23,174.35,180.3,4960877
2022-07-28,178.41,181.88,175.93,181.29,4562052
2022-07-29,181.82,184.42,180.22,184.02,4751359
2022-08-01,181.3,185.18,179.76,182.98,3997132
2022-08-02,180.81,185.14,179.4311,183.79,4317852
2022-08-03,185.53,190.68,185.37,189.65,5786256
2022-08-04,188.56,191.58,187.25,191.27,3759666
2022-08-05,187.0,191.8,186.28,190.17,4090307
2022-08-08,191.09,194.37,189.08,189.75,3398638
2022-08-09,186.3,187.13,179.82,182.24,5851671
2022-08-10,188.16,189.569,186.21,188.61,4179165
2022-08-11,192.13,192.5,186.32,186.73,4175064
2022-08-12,186.63,190.02,185.505,189.89,3846152
