Date,Open,High,Low,Close,Volume
2022-05-19,66.8359,67.252,66.0832,66.4002,9542860.9155249
2022-05-20,67.2322,68.0345,66.212,67.975,7603630.934879
2022-05-23,68.6485,69.7974,68.0146,69.3715,7441191.6165622
2022-05-24,69.0051,69.8569,67.6581,68.3711,6708144.4256215
2022-05-25,68.2226,69.5498,68.1137,69.1636,7171749.0610206
2022-05-26,69.4606,71.4317,69.2428,70.976,6824232.367122
2022-05-27,71.6694,72.1498,70.8671,72.0853,6629947.1116786
2022-05-31,71.5406,72.2835,70.8375,71.2336,17053101.53469
2022-06-01,72.3231,72.5707,70.4709,70.9166,5860640.8648752
2022-06-02,70.7978,72.4865,70.3323,72.4419,6260190.1570793
2022-06-03,71.8675,72.2587,70.5475,71.1049,8248240.0744386
2022-06-06,71.9368,74.1258,71.9368,72.2736,5325532.80188
2022-06-07,70.9067,72.4321,70.9067,71.9962,5730345.3262901
2022-06-08,71.303,71.4614,70.2629,70.6988,5304088.1343077
2022-06-09,70.0946,70.4809,68.5396,68.5594,6894280.9093146
2022-06-10,67.3312,67.564,66.321,66.4993,10360445.934173
2022-06-13,65.1522,65.4692,63.1515,63.4387,16706694.4307
2022-06-14,71.3128,71.7387,68.3613,70.045,29947109.747679
2022-06-15,69.7776,70.7334,68.0146,69.0348,11878917.200219
2022-06-16,67.8462,68.3019,66.935,68.0543,10788956.633595
2022-06-17,68.0939,68.7079,66.7467,67.0737,16604112.389299
2022-06-21,67.975,68.8664,66.7468,67.0341,10144567.594672
2022-06-22,66.2912,66.9251,65.7464,65.8951,8301612.4596494
2022-06-23,65.8158,67.2222,65.6772,66.9846,8860357.1098638
2022-06-24,67.6779,70.1045,67.3213,70.0252,20326580.567449
2022-06-27,68.7079,70.1738,68.282,69.738,8926032.9187582
2022-06-28,69.8965,70.3917,67.876,67.9254,7323458.9780996
2022-06-29,68.3711,69.421,68.1236,68.5494,8155766.5081665
2022-06-30,67.559,69.5795,67.559,69.2032,9984054.6617476
2022-07-01,69.1834,70.3026,69.1438,70.1937,7880768.9356295
2022-07-05,69.7083,71.3128,69.5102,71.303,9130137.8934486
2022-07-06,71.6298,72.0457,70.6294,70.976,6101915.5870551
2022-07-07,71.1445,71.293,70.4957,71.1445,7889922.2951498
2022-07-08,71.0058,71.5506,70.6492,71.1841,4974786.2825781
2022-07-11,70.6369,71.6019,70.5374,71.204,4578260.4691744
2022-07-12,71.2338,71.5721,69.7116,70.0499,7177609.2457545
2022-07-13,68.6969,70.1693,68.3288,69.6718,6487946.1209689
2022-07-14,68.8063,69.2291,67.8811,69.0948,4940848.8447391
2022-07-15,69.9206,70.5076,69.642,70.3782,5160562.5202304
2022-07-18,70.8856,71.3433,69.7863,69.8509,4666274.5973629
2022-07-19,70.2817,71.9302,69.9007,71.8705,7197091.8852717
2022-07-20,72.179,72.7261,71.791,72.2188,5684799.6112892
2022-07-21,71.781,74.2483,71.7583,74.1588,7041122.213954
2022-07-22,74.4374,74.9049,73.8802,74.5169,6694196.9437701
2022-07-25,74.7159,75.0442,73.9598,74.4771,5751021.2869486
2022-07-26,74.4175,74.9149,73.3281,73.6514,7321888.1271933
2022-07-27,73.9996,75.7307,73.9399,75.482,6711550.6955765
2022-07-28,75.2532,76.8798,74.9248,76.646,5717301.8365085
2022-07-29,76.6161,77.7603,76.6062,77.4419,5957027.8605932
2022-08-01,76.7853,77.4102,76.3077,77.044,5254407.4688202
2022-08-02,76.5963,76.8649,75.671,75.9595,6436399.4975176
2022-08-03,76.3276,77.3623,75.9098,76.9743,6159278.2239568
2022-08-04,77.0539,77.4519,76.7156,77.0042,3674945.6716281
2022-08-05,75.8799,77.0042,75.6113,76.9544,4883105.5297218
2022-08-08,76.5266,77.034,75.8807,76.0789,4757925.3241054
2022-08-09,75.8202,76.5167,75.4521,76.3774,4265578.3276636
2022-08-10,77.1932,77.5812,76.8052,77.1434,5285521.5949231
2022-08-11,77.5513,77.6011,76.6858,76.7654,5583558.8384427
2022-08-12,77.6011,79.0138,77.2628,78.7452,6726749.4260175
2022-08-15,78.4368,79.0089,78.0985,78.7054,3752837.0292147
2022-08-16,78.4965,79.2476,78.4467,79.1133,6216882.8295765
2022-08-17,78.596,79.362,78.5462,78.8447,5211908.1155692
2022-08-18,78.8745,79.475,78.6059,78.9143,4141724.9075893
2022-08-19,78.6258,78.7253,78.038,78.2577,4703074.8036262
2022-08-22,77.5314,77.5314,75.7804,76.069,5787435.519236
2022-08-23,75.86,76.6161,75.86,76.0192,4455050.3390599
2022-08-24,76.0789,76.1685,75.6611,75.7804,3896285.664549
2022-08-25,75.9496,76.5167,75.5914,76.4968,3541662.0227992
2022-08-26,76.5863,76.8649,74.1886,74.2682,4929525.9363059
2022-08-29,73.731,74.4771,73.6912,73.8106,4317783.3181831
2022-08-30,74.0394,74.2881,73.0843,73.7608,5125342.3949309
2022-08-31,74.0792,74.7657,73.6613,73.7708,8657200.2766864
2022-09-01,73.7409,74.9845,73.1539,74.9149,8181601.9374325
2022-09-02,75.3526,76.3774,74.0991,74.2981,11084383.55207
2022-09-06,74.318,74.8104,73.1738,73.4524,7126595.3468012
2022-09-07,73.3032,74.2881,73.0445,74.109,5822349.076664
2022-09-08,73.6514,74.4175,73.2335,74.2682,6932545.9252846
2022-09-09,74.2682,75.6213,74.0593,75.5218,7804657.139218
2022-09-12,76.2381,76.9814,75.8799,76.6858,15709191.075539
2022-09-13,75.671,79.004,75.3925,75.6511,29628057.946186
2022-09-14,75.4024,75.482,71.4029,71.7512,21712406.150106
2022-09-15,71.1343,71.7213,69.3883,69.8808,12542285.659951
2022-09-16,69.2241,69.443,67.896,68.478,23532313.652026
2022-09-19,67.8512,68.7765,67.5577,68.7168,8406968.5234456
2022-09-20,67.9208,68.1049,67.104,67.7617,8668830.7581317
2022-09-21,68.3586,68.5277,66.3987,66.4086,6802995.3685037
2022-09-22,66.5081,66.5977,65.5033,65.6923,7227849.186475
2022-09-23,65.0158,65.1053,63.5434,64.2199,9330351.9574568
2022-09-26,64.001,64.588,63.0658,63.1255,6933215.348899
2022-09-27,63.8319,64.0706,61.7177,62.1008,9332714.037778
2022-09-28,62.2997,63.021,61.9316,62.7474,8593849.2824727
2022-09-29,61.9714,62.2798,60.4692,61.086,8927733.8590026
2022-09-30,60.9467,61.8222,60.7477,60.7577,9844769.8303635
2022-10-03,60.6781,62.9116,60.494,62.7574,9711070.0533419
2022-10-04,63.4737,65.4933,63.4737,65.354,9943460.5616037
2022-10-05,65.0058,66.8464,64.6477,66.2992,9248908.4331235
2022-10-06,65.9908,66.4683,64.8914,64.966,7027940.8006213
2022-10-07,64.1602,64.2895,62.4191,62.9663,7174741.5797306
2022-10-10,63.2847,63.5732,61.7028,62.25,6440149.6769551
2022-10-11,61.85,63.1,61.65,62.41,7377104.0
2022-10-12,62.62,64.275,62.17,63.78,9008662.0
2022-10-13,62.48,65.705,62.27,65.2,10147221.0
2022-10-14,65.72,66.615,64.21,64.31,8045062.0
2022-10-17,65.88,67.565,65.87,67.02,11368318.0
2022-10-18,68.0,68.58,66.33,67.03,6688607.0
2022-10-19,66.49,67.19,65.775,66.3,5506033.0
2022-10-20,67.53,69.92,67.19,69.25,17600525.0
2022-10-21,71.03,72.79,70.31,72.7,15652602.0
2022-10-24,72.93,73.69,71.78,72.92,11489360.0
2022-10-25,73.45,74.11,72.61,73.14,9137741.0
2022-10-26,72.61,75.72,72.55,74.82,10693739.0
2022-10-27,74.75,75.8799,74.545,75.15,7053018.0
2022-10-28,75.3,77.675,75.3,77.36,8758344.0
2022-10-31,76.5,78.33,76.4,78.07,12348964.0
2022-11-01,78.6,79.23,76.34,77.11,7752961.0
2022-11-02,76.65,77.43,75.005,75.12,7524547.0
2022-11-03,74.72,75.69,74.05,75.03,6761242.0
2022-11-04,75.94,76.67,74.24,76.0,7218982.0
2022-11-07,76.11,77.09,75.49,76.74,5394281.0
2022-11-08,76.95,77.14,75.02,75.64,9104244.0
2022-11-09,75.38,76.54,75.0,75.66,6013703.0
2022-11-10,77.7,78.4725,76.71,77.17,10437314.0
2022-11-11,77.13,77.8911,76.57,77.74,7712925.0
2022-11-14,77.48,79.535,77.335,78.53,7152952.0
2022-11-15,78.93,80.675,78.01,79.18,7618478.0
2022-11-16,79.12,80.23,78.865,79.89,6011890.0
2022-11-17,79.17,79.575,78.19,79.2,5717402.0
2022-11-18,80.0,80.46,78.85,79.73,6106989.0
2022-11-21,79.57,80.1,78.9,79.82,5235554.0
2022-11-22,79.89,82.21,79.83,82.12,8796154.0
2022-11-23,82.12,82.92,81.78,82.56,6347899.0
2022-11-25,82.85,83.485,82.535,82.72,2754876.0
2022-11-28,82.11,82.14,81.07,81.39,5113103.0
2022-11-29,81.33,81.5,80.52,80.85,4928270.0
2022-11-30,80.47,83.175,80.0,83.03,9610329.0
2022-12-01,83.05,84.53,82.35,84.11,6127308.0
2022-12-02,83.2,83.62,82.58,83.35,4798927.0
2022-12-05,82.41,82.42,79.41,79.43,9102943.0
2022-12-06,79.35,79.82,78.06,78.91,7656126.0
2022-12-07,78.67,79.445,78.58,78.78,5105512.0
2022-12-08,79.13,80.21,78.53,80.07,5918748.0
2022-12-09,79.65,80.36,79.54,79.86,6850806.0
2022-12-12,80.31,81.41,79.935,81.28,15807550.0
2022-12-13,84.94,85.58,79.7,80.56,22812160.0
2022-12-14,80.81,82.89,80.57,81.82,11183148.0
2022-12-15,80.79,81.03,79.46,80.07,8198939.0
2022-12-16,79.96,80.46,79.48,79.58,19200747.0
2022-12-19,79.92,81.1,79.68,80.5,7738813.0
2022-12-20,80.5,81.49,80.35,80.94,6390180.0
