Date,Open,High,Low,Close,Volume
2022-05-19,111.029,112.601,109.602,109.985,34268176
2022-05-20,111.547,111.779,105.414,108.515,49140455
2022-05-23,109.192,111.743,108.348,111.085,37319739
2022-05-24,105.39,106.073,101.517,105.588,77058114
2022-05-25,104.607,106.115,103.482,105.423,40403276
2022-05-26,105.295,108.256,104.845,107.402,38084782
2022-05-27,109.087,111.912,108.744,111.91,38051562
2022-05-31,112.339,115.317,111.674,113.351,50193559
2022-06-01,114.44,116.679,112.841,113.48,36738218
2022-06-02,113.588,117.473,112.538,117.197,38130005
2022-06-03,115.642,115.902,113.108,114.127,26230203
2022-06-06,116.284,118.916,115.744,116.398,33663131
2022-06-07,115.063,117.266,114.637,116.726,31704978
2022-06-08,116.34,118.142,116.179,116.771,26202383
2022-06-09,115.908,117.871,114.361,114.421,25891480
2022-06-10,112.039,112.87,109.967,110.761,41632215
2022-06-13,106.401,108.399,105.736,106.008,47423212
2022-06-14,106.15,107.534,105.418,106.33,33828448
2022-06-15,108.153,111.021,107.281,109.368,39842089
2022-06-16,106.834,108.255,104.758,105.651,51872323
2022-06-17,105.651,108.306,104.667,106.756,51562765
2022-06-21,108.537,112.083,108.208,111.141,47587687
2022-06-22,110.157,112.937,109.983,111.085,30885699
2022-06-23,111.826,112.335,110.102,111.836,28464734
2022-06-24,112.586,117.653,112.545,117.549,41312902
2022-06-27,117.845,118.152,114.764,115.416,36552788
2022-06-28,115.385,116.887,111.444,111.604,36011032
2022-06-29,111.149,112.751,110.472,111.298,24806420
2022-06-30,109.602,110.487,106.365,108.57,43325552
2022-07-01,107.543,108.855,106.345,108.345,35604262
2022-07-05,106.714,112.968,105.35,112.854,39542467
2022-07-06,112.893,115.172,111.073,114.158,37567072
2022-07-07,114.665,118.759,114.419,118.354,41084276
2022-07-08,116.827,119.253,116.479,118.923,38376777
2022-07-11,117.572,117.572,114.913,115.258,31356961
2022-07-12,115.795,116.551,113.28,113.608,30068306
2022-07-13,111.297,113.784,110.801,110.952,43880516
2022-07-14,109.812,110.692,107.982,109.968,37137179
2022-07-15,111.597,112.731,110.499,111.374,46938662
2022-07-18,112.233,113.27,107.979,108.636,43321063
2022-07-19,110.449,113.608,109.164,113.399,36663373
2022-07-20,112.761,114.983,112.074,113.488,35729481
2022-07-21,113.868,114.136,110.712,113.927,32794620
2022-07-22,110.599,111.934,106.115,107.51,49078455
2022-07-25,108.018,109.474,105.916,107.122,34816651
2022-07-26,106.215,106.813,103.694,104.641,48164935
2022-07-27,108.865,113.498,107.62,112.651,60075488
2022-07-28,111.964,113.927,111.057,113.808,32935531
2022-07-29,112.671,116.284,112.651,115.9,37358329
2022-08-01,114.883,116.298,113.927,114.445,26128664
2022-08-02,113.588,115.93,113.309,114.715,20309386
2022-08-03,115.292,118.192,115.063,117.654,28602325
2022-08-04,117.055,118.351,116.468,117.764,21681237
2022-08-05,115.81,117.679,115.581,117.046,19228975
2022-08-08,117.962,119.716,116.458,116.877,19238970
2022-08-09,116.712,116.897,115.292,116.209,19155655
2022-08-10,118.351,120.483,117.982,119.268,31042475
2022-08-11,120.842,121.051,118.132,118.411,24381720
2022-08-12,119.826,121.241,119.029,121.241,19165493
2022-08-15,120.693,121.858,120.174,121.639,19565495
2022-08-16,121.081,121.988,120.204,121.26,19110256
2022-08-17,119.686,120.851,118.949,119.118,22929780
2022-08-18,118.999,120.383,118.291,119.736,18052867
2022-08-19,118.63,118.719,116.338,116.787,21888589
2022-08-22,114.784,115.212,113.438,113.828,21534430
2022-08-23,113.065,114.595,113.02,113.448,15927904
2022-08-24,113.09,114.365,112.463,113.28,17798913
2022-08-25,113.823,116.298,113.698,116.229,17018264
2022-08-26,114.305,114.705,109.792,109.942,37380716
2022-08-29,109.592,110.549,108.407,109.025,21267977
2022-08-30,109.772,110.101,107.41,108.547,27612993
2022-08-31,110.251,110.449,107.74,107.829,28730747
2022-09-01,107.889,110.046,106.972,109.344,28463737
2022-09-02,110.191,110.34,106.873,107.46,24248296
2022-09-06,106.912,107.64,105.398,106.425,25159155
2022-09-07,106.673,109.582,106.513,109.055,23250949
2022-09-08,107.65,109.204,106.773,107.989,24326159
2022-09-09,108.671,110.589,108.627,110.251,23297736
2022-09-12,110.589,111.217,109.532,110.459,23050008
2022-09-13,107.41,107.909,103.714,103.943,38311251
2022-09-14,104.193,104.895,103.286,104.621,26490819
2022-09-15,103.654,104.89,101.981,102.538,34312219
2022-09-16,101.701,102.757,100.575,102.429,42952316
2022-09-19,101.382,102.957,101.184,102.698,23120321
2022-09-20,101.711,102.0,100.157,100.775,26613250
2022-09-21,101.302,102.509,98.9114,98.9214,31601409
2022-09-22,98.4631,100.874,98.4331,99.778,34422954
2022-09-23,99.2701,99.3001,97.118,98.3833,31740082
2022-09-26,97.7456,99.5192,97.4467,97.8155,27170803
2022-09-27,99.0709,99.6388,96.5221,97.1478,30181797
2022-09-28,97.2973,100.337,96.7593,99.6887,32584016
2022-09-29,98.2837,98.2837,95.6134,97.0681,31159773
2022-09-30,96.6994,98.5428,95.2149,95.3045,33060909
2022-10-03,96.4105,98.9286,96.1723,98.2837,28083468
2022-10-04,100.077,101.472,100.017,101.272,28955359
2022-10-05,99.4645,101.562,98.4431,101.064,22257296
2022-10-06,100.317,102.553,100.227,101.054,22404915
2022-10-07,99.4893,100.167,97.94,98.3236,27602465
2022-10-10,98.6424,98.737,96.6596,97.5066,18291161
2022-10-11,97.078,98.8865,95.9621,96.829,26603193
2022-10-12,96.9486,98.3933,96.3856,97.2077,21955666
2022-10-13,94.8063,99.4146,94.0427,98.7022,34699885
2022-10-14,99.6288,100.327,96.0219,96.2112,25502790
2022-10-17,98.5029,100.565,98.473,99.6089,28522214
2022-10-18,102.757,103.096,99.6089,100.406,24147893
2022-10-19,99.6487,100.653,98.5628,99.2701,23897381
2022-10-20,99.6388,101.951,99.031,99.6089,25415001
2022-10-21,97.4916,100.944,97.367,100.765,32576388
